Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"DURING, H",,,,"DURING, H",,,PHOTOSYNTHESIS OF UNGRAFTED AND GRAFTED GRAPEVINES - EFFECTS OF ROOTSTOCK GENOTYPE AND PLANT-AGE,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9254,,,,,,1994,45,3,,,,,297,299,,,,,,,,,,,,,,,,WOS:A1994PZ53500006,View Full Record in Web of Science
J,"GOLINO, DA",,,,"GOLINO, DA",,,POTENTIAL INTERACTIONS BETWEEN ROOTSTOCKS AND GRAPEVINE LATENT VIRUSES,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9254,,,,,,1993,44,2,,,,,148,152,,,,,,,,,,,,,,,,WOS:A1993LH43800004,View Full Record in Web of Science
J,"WILLIAMS, LE; SMITH, RJ",,,,"WILLIAMS, LE; SMITH, RJ",,,"THE EFFECT OF ROOTSTOCK ON THE PARTITIONING OF DRY-WEIGHT, NITROGEN AND POTASSIUM, AND ROOT DISTRIBUTION OF CABERNET-SAUVIGNON GRAPEVINES",AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9254,,,,,,1991,42,2,,,,,118,122,,,,,,,,,,,,,,,,WOS:A1991FV10500006,View Full Record in Web of Science
J,"Bouquet, A; Chabbert, AM; Danglot, Y",,,,"Bouquet, A.; Chabbert, A. -M.; Danglot, Y.",,,In vitro selection for tolerance to magnesium deficiency in grapevine rootstocks,VITIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042-7500,,,,,,1990,,,,,SI,,445,445,,,,,,,,,,,,,,,,WOS:000207821100056,View Full Record in Web of Science
J,"Migicovsky, Z; Quigley, MY; Mullins, J; Ali, T; Swift, JF; Agasaveeran, AR; Dougherty, JD; Grant, BM; Korkmaz, I; Malpeddi, MR; McNichol, EL; Sharp, AW; Harris, JL; Hopkins, DR; Jordan, LM; Kwasniewski, MT; Striegler, RK; Dowtin, AL; Stotts, S; Cousins, P; Chitwood, DH",,,,"Migicovsky, Zoe; Quigley, Michelle Y.; Mullins, Joey; Ali, Tahira; Swift, Joel F.; Agasaveeran, Anita Rose; Dougherty, Joseph D.; Grant, Brendan Michael; Korkmaz, Ilayda; Malpeddi, Maneesh Reddy; McNichol, Emily L.; Sharp, Andrew W.; Harris, Jackie L.; Hopkins, Danielle R.; Jordan, Lindsay M.; Kwasniewski, Misha T.; Striegler, R. Keith; Dowtin, Asia L.; Stotts, Stephanie; Cousins, Peter; Chitwood, Daniel H.",,,X-ray imaging of 30 year old wine grape wood reveals cumulative impacts of rootstocks on scion secondary growth and Ravaz index,HORTICULTURE RESEARCH,,,,,,,,,,,,,,,,,"Kwasniewski, Misha/HPH-1262-2023","Chitwood (he/him), Dan/0000-0003-4875-1447",,,,,,,,,,,,,2662-6810,2052-7276,,,,04-Jan,2023,10,1,,,,,,,,10.1093/hr/uhac226,http://dx.doi.org/10.1093/hr/uhac226,,,,,,,,36643757,,,,,WOS:000913472300007,View Full Record in Web of Science
J,"Tedesco, S; Fevereiro, P; Kragler, F; Pina, A",,,,"Tedesco, Sara; Fevereiro, Pedro; Kragler, Friedrich; Pina, Ana",,,Plant grafting and graft incompatibility: A review from the grapevine perspective,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,,"Tedesco, Sara/0000-0001-7380-5983; Fevereiro, Pedro/0000-0003-1311-8406",,,,,,,,,,,,,0304-4238,1879-1018,,,,01-Jun,2022,299,,,,,,,,111019,10.1016/j.scienta.2022.111019,http://dx.doi.org/10.1016/j.scienta.2022.111019,,Mar-22,,,,,,,,,,,WOS:000791311900009,View Full Record in Web of Science
J,"Miele, A; Rizzon, LA",,,,"Miele, Alberto; Rizzon, Luiz Antenor",,,Rootstock-scion interaction: 5. Effect on the evolution of Cabernet Sauvignon grape ripening,REVISTA BRASILEIRA DE FRUTICULTURA,,,,,,,,,,,,,,,,,,"Miele, Alberto/0000-0001-9465-570X",,,,,,,,,,,,,0100-2945,,,,,,2019,41,3,,,,,,,e-138,10.1590/0100-29452019138,http://dx.doi.org/10.1590/0100-29452019138,,,,,,,,,,,,,WOS:000470777700001,View Full Record in Web of Science
C,"Hunter, JJ; Archer, E; Van Schalkwyk, D; Strever, AE; Volschenk, CG",,"Gaiotti, F; Battista, F; Tomasi, D",,"Hunter, J. J.; Archer, E.; Van Schalkwyk, D.; Strever, A. E.; Volschenk, C. G.",,,Grapevine roots: interaction with natural factors and agronomic practices,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,"Hunter, JJ/Y-7084-2019",,,,,,,,,,,,,,0567-7572,2406-6168,978-94-62611-21-4,,,,2016,1136,,,,,,63,80,,10.17660/ActaHortic.2016.1136.10,http://dx.doi.org/10.17660/ActaHortic.2016.1136.10,,,,,,,,,,,,,WOS:000385238000010,View Full Record in Web of Science
C,"Ollat, N; Bordenave, L; Tandonnet, JP; Boursiquot, JM; Marguerit, E",,"Gaiotti, F; Battista, F; Tomasi, D",,"Ollat, N.; Bordenave, L.; Tandonnet, J. P.; Boursiquot, J. M.; Marguerit, E.",,,Grapevine rootstocks: origins and perspectives,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,2406-6168,978-94-62611-21-4,,,,2016,1136,,,,,,11,22,,10.17660/ActaHortic.2016.1136.2,http://dx.doi.org/10.17660/ActaHortic.2016.1136.2,,,,,,,,,,,,,WOS:000385238000002,View Full Record in Web of Science
J,"McFadyen, L; Grieve, AM",,,,"McFadyen, Lisa; Grieve, Alastair M.",,,Effects of irrigation management and watertable depth on growth and yield of field-grown Sultana grapevines in south eastern Australia,AGRICULTURAL WATER MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-3774,1873-2283,,,,AUG,2012,111,,,,,,20,26,,10.1016/j.agwat.2012.04.009,http://dx.doi.org/10.1016/j.agwat.2012.04.009,,,,,,,,,,,,,WOS:000307029100003,View Full Record in Web of Science
J,"Sivritepe, N; Sivritepe, HO; Celik, H; Katkat, AV",,,,"Sivritepe, Nuray; Sivritepe, H. Ozkan; Celik, Hakan; Katkat, A. Vahap",,,Salinity Responses of Grafted Grapevines Effects of Scion and Rootstock Genotypes,NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA,,,,,,,,,,,,,,,,,"ÇELIK, HAKAN/AAE-5333-2021; Çelik, Hakan/Y-5968-2018; Sivritepe, H. Ozkan/AAH-3249-2020","Çelik, Hakan/0000-0003-4673-3843; Sivritepe, H. Ozkan/0000-0002-0093-9785",,,,,,,,,,,,,0255-965X,1842-4309,,,,JUL-DEC,2010,38,3,,,,,193,201,,,,,,,,,,,,,,,,WOS:000285236000029,View Full Record in Web of Science
J,"Gong, H; Blackmore, DH; Walker, RR",,,,"Gong, H.; Blackmore, D. H.; Walker, R. R.",,,Organic and inorganic anions in Shiraz and Chardonnay grape berries and wine as affected by rootstock under saline conditions,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Gong, Haijun/AAD-6731-2020; Blackmore, Deidre H/F-2604-2011; Walker, Rob R/C-2764-2015","Gong, Haijun/0000-0001-8670-2959; Blackmore, Deidre H/0000-0002-2008-493X; ",,,,,,,,,,,,,1322-7130,1755-0238,,,,,2010,16,1,,,,,227,236,,10.1111/j.1755-0238.2009.00070.x,http://dx.doi.org/10.1111/j.1755-0238.2009.00070.x,,,,,,,,,,,,,WOS:000274146100007,View Full Record in Web of Science
J,"Kocsis, L; Lehoczky, T",,,,"Kocsis, L; Lehoczky, T",,,The significance of yield production and sugar content of the grapejuice with macronutrients in grape rootstock-scion combinations on dry climatic condition,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,,,,,7th International Symposium on Soil and Plant Analysis,"JUL 21-27, 2001","EDMONTON, CANADA",,,,,,,,,,"Kocsis, László/AAK-7525-2020",,,,,,,,,,,,,,0010-3624,,,,,,2002,33,15-18,,,,,3159,3166,,10.1081/CSS-120014696,http://dx.doi.org/10.1081/CSS-120014696,,,,,,,,,,,,,WOS:000179234600052,View Full Record in Web of Science
J,"Zerihun, A; Treeby, MT",,,,"Zerihun, A; Treeby, MT",,,Biomass distribution and nitrate assimilation in response to N supply for Vitis vinifera L. cv. Cabernet Sauvignon on five Vitis rootstock genotypes,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,"Zerihun, Ayalsew/0000-0002-6021-9624",,,,,,,,,,,,,1322-7130,1755-0238,,,,,2002,8,3,,,,,157,162,,10.1111/j.1755-0238.2002.tb00251.x,http://dx.doi.org/10.1111/j.1755-0238.2002.tb00251.x,,,,,,,,,,,,,WOS:000179195800002,View Full Record in Web of Science
C,"Avramov, L; Nakalamic, A; Tadijanovic, D; Zunic, D; Silvcev, B; Vujovic, D; Gasic, N; Jugovic, B; Malikovic, D",,"Ruhl, EH; Schmid, J",,"Avramov, L; Nakalamic, A; Tadijanovic, D; Zunic, D; Silvcev, B; Vujovic, D; Gasic, N; Jugovic, B; Malikovic, D",,,The current state of and experiments with phylloxera-tolerant grapevine rootstocks,PROCEEDINGS OF THE WORKSHOP ON ROOTSTOCKS' PERFORMANCE IN PHYLLOXERA INFESTED VINEYARDS,ACTA HORTICULTURAE,,,,Workshop on Rootstocks Performance in Phylloxera Infested Vineyards,"AUG 26-28, 2001","Geisenheim, GERMANY","Heinrich Birk Gesell eV,Geisenhein Res Ctr",,,,,,,,,"Kewish, Cameron/H-5103-2011; Ritala, Mikko/N-7268-2013; Raabe, Jörg/C-4818-2012; Menzel, Andreas/C-4388-2012; Diaz, Ana/I-4139-2013; Vila-Comamala, Joan/E-2106-2017","Kewish, Cameron/0000-0001-6242-7059; Ritala, Mikko/0000-0002-6210-2980; Raabe, Jörg/0000-0002-2071-6896; Menzel, Andreas/0000-0002-0489-609X; Diaz, Ana/0000-0003-0479-4752; Vila-Comamala, Joan/0000-0002-1543-3146",,,,,,,,,,,,,0567-7572,,90-6605-419-0,,,,2003,,617,,,,,119,124,,10.17660/ActaHortic.2003.617.16,http://dx.doi.org/10.17660/ActaHortic.2003.617.16,,,,,,,,,,,,,WOS:000189401300016,View Full Record in Web of Science
J,"Bartlett, MK; Sinclair, G; Fontanesi, G; Knipfer, T; Walker, MA; McElrone, AJ",,,,"Bartlett, M. K.; Sinclair, G.; Fontanesi, G.; Knipfer, T.; Walker, M. A.; McElrone, A. J.",,,Root pressure-volume curve traits capture rootstock drought tolerance,ANNALS OF BOTANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0305-7364,1095-8290,,,,23-Mar,2022,129,4,,,,,389,402,,10.1093/aob/mcab132,http://dx.doi.org/10.1093/aob/mcab132,,Nov-21,,,,,,34668965,,,,,WOS:000772592900003,View Full Record in Web of Science
J,"Zhou-Tsang, A; Wu, Y; Henderson, SW; Walker, AR; Borneman, AR; Walker, RR; Gilliham, M",,,,"Zhou-Tsang, A.; Wu, Y.; Henderson, S. W.; Walker, A. R.; Borneman, A. R.; Walker, R. R.; Gilliham, M.",,,Grapevine salt tolerance,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Walker, Mandy/C-4957-2012; Henderson, Sam W/S-3025-2017; Walker, Rob R/C-2764-2015; Gilliham, Matthew/Y-4403-2019","Walker, Mandy/0000-0002-7596-8484; Henderson, Sam W/0000-0003-3019-1891; Gilliham, Matthew/0000-0003-0666-3078; Walker, Rob/0000-0002-1409-7937; ZHOU TSANG, ANDRES/0000-0002-7239-7786; Wu, Yue/0000-0001-8994-1576",,,,,,,,,,,,,1322-7130,1755-0238,,,,APR,2021,27,2,,,,,149,168,,10.1111/ajgw.12487,http://dx.doi.org/10.1111/ajgw.12487,,,,,,,,,,,,,WOS:000632352900003,View Full Record in Web of Science
J,"Tedesco, S; Pina, A; Fevereiro, P; Kragler, F",,,,"Tedesco, Sara; Pina, Ana; Fevereiro, Pedro; Kragler, Friedrich",,,A Phenotypic Search on Graft Compatibility in Grapevine,AGRONOMY-BASEL,,,,,,,,,,,,,,,,,"Kragler, Friedrich/ABE-7676-2020","Kragler, Friedrich/0000-0001-5308-2976; Fevereiro, Pedro/0000-0003-1311-8406; Tedesco, Sara/0000-0001-7380-5983",,,,,,,,,,,,,,2073-4395,,,,MAY,2020,10,5,,,,,,,706,10.3390/agronomy10050706,http://dx.doi.org/10.3390/agronomy10050706,,,,,,,,,,,,,WOS:000541750900104,View Full Record in Web of Science
J,"Zhou, Q; Gao, B; Li, WF; Mao, J; Yang, SJ; Li, W; Ma, ZH; Zhao, X; Chen, BH",,,,"Zhou, Qi; Gao, Bo; Li, Wen-Fang; Mao, Juan; Yang, Shi-Jin; Li, Wei; Ma, Zong-Huan; Zhao, Xin; Chen, Bai-Hong",,,Effects of exogenous growth regulators and bud picking on grafting of grapevine hard branches,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0304-4238,1879-1018,,,,05-Apr,2020,264,,,,,,,,109186,10.1016/j.scienta.2020.109186,http://dx.doi.org/10.1016/j.scienta.2020.109186,,,,,,,,,,,,,WOS:000514236400028,View Full Record in Web of Science
C,"Cochetel, N; Hevin, C; Vivin, P; Ollat, N; Lauvergeat, V",,"Delrot, S; Ollat, N; Gallusci, P",,"Cochetel, N.; Hevin, C.; Vivin, P.; Ollat, N.; Lauvergeat, V",,,Grapevine rootstocks differentially regulate root growth and architecture in response to nitrogen availability,PROCEEDINGS OF THE XII INTERNATIONAL CONFERENCE ON GRAPEVINE BREEDING AND GENETICS,Acta Horticulturae,,,,12th International Conference on Grapevine Breeding and Genetics (GBG),"JUL 15-20, 2018","Bordeaux, FRANCE","Int Soc Horticultural Sci Div Vine & Berry Fruits,Int Soc Horticultural Sci Div Plant Genet Resources & Biotechnol,Int Soc Horticultural Sci Working Grp Grape Genet Physiol & Management,Int Soc Horticultural Sci",,,,,,,,,"Cochetel, Noé/AAI-2719-2020","Cochetel, Noé/0000-0003-3395-9536; Lauvergeat, Virginie/0000-0002-5950-2051; Vivin, Philippe/0000-0003-1629-8107",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62612-45-7,,,,2019,1248,,,,,,521,529,,10.17660/ActaHortic.2019.1248.70,http://dx.doi.org/10.17660/ActaHortic.2019.1248.70,,,,,,,,,,,,,WOS:000711212400070,View Full Record in Web of Science
C,"Neal, SM; Friend, AP; Trought, MCT; McLachlan, ARG",,"Read, PE",,"Neal, S. M.; Friend, A. P.; Trought, M. C. T.; McLachlan, A. R. G.",,,The performance of 'Sauvignon Blanc' on five grapevine rootstocks in a Marlborough vineyard,"XXIX INTERNATIONAL HORTICULTURAL CONGRESS ON HORTICULTURE: SUSTAINING LIVES, LIVELIHOODS AND LANDSCAPES (IHC2014): IV INTERNATIONAL SYMPOSIUM ON TROPICAL WINES AND INTERNATIONAL SYMPOSIUM ON GRAPE AND WINE PRODUCTION IN DIVERSE REGIONS",Acta Horticulturae,,,,"29th International Horticultural Congress on Horticulture - Sustaining Lives, Livelihoods and Landscapes (IHC) / 4th International Symposium on Tropical Wines / International Symposium on Grape and Wine Production in Diverse Regions","AUG 17-22, 2014","Brisbane, AUSTRALIA",Int Soc Hort Sci,,,,,,,,,"Friend, Adam/B-5295-2011; Trought, Michael/E-3847-2016","Friend, Adam/0000-0003-0995-2203; Trought, Michael/0000-0002-6121-768X",,,,,,,,,,,,,0567-7572,,978-94-62611-10-8,,,,2016,1115,,,,,,147,154,,10.17660/ActaHortic.2016.1115.22,http://dx.doi.org/10.17660/ActaHortic.2016.1115.22,,,,,,,,,,,,,WOS:000391249600022,View Full Record in Web of Science
C,"Tarricone, L; Amendolagine, AM; Di Gennaro, D; Masi, G; Gentilesco, G",,"Gaiotti, F; Battista, F; Tomasi, D",,"Tarricone, L.; Amendolagine, A. M.; Di Gennaro, D.; Masi, G.; Gentilesco, G.",,,Rootstock effects on productive characteristics of 'Princess' seedless table grapes in Apulia region (southern Italy),I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-94-62611-21-4,,,,2016,1136,,,,,,51,56,,10.17660/ActaHortic.2016.1136.8,http://dx.doi.org/10.17660/ActaHortic.2016.1136.8,,,,,,,,,,,,,WOS:000385238000008,View Full Record in Web of Science
C,"Torres, E; Santibanez, C; Rubio, F; Godoy, F; Cadavid-Labrada, A; Bruno, C; Medina, C; Arce-Johnson, P",,"Reisch, BI; Londo, J",,"Torres, E.; Santibanez, C.; Rubio, F.; Godoy, F.; Cadavid-Labrada, A.; Bruno, C.; Medina, C.; Arce-Johnson, P.",,,Gene Silencing as a Strategy to Induce Grapevine FanLeaf Virus (GFLV) Resistance in Grapevine Rootstocks,X INTERNATIONAL CONFERENCE ON GRAPEVINE BREEDING AND GENETICS,Acta Horticulturae,,,,10th International Conference on Grapevine Breeding and Genetics,"AUG 01-05, 2010","Geneva, NY",Int Soc Hort Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-94-62610-34-7,,,,2014,1046,,,,,,187,193,,10.17660/ActaHortic.2014.1046.24,http://dx.doi.org/10.17660/ActaHortic.2014.1046.24,,,,,,,,,,,,,WOS:000344023100024,View Full Record in Web of Science
J,"Komar, V; Vigne, E; Demangeat, G; Lemaire, O; Fuchs, M",,,,"Komar, Veronique; Vigne, Emmanuelle; Demangeat, Gerard; Lemaire, Olivier; Fuchs, Marc",,,Comparative Performance of Virus-Infected Vitis vinifera cv. Savagnin rose Grafted onto Three Rootstocks,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"Lemaire, Olivier/V-2287-2019; Demangeat, Gerard/HLX-3403-2023; lemaire, olivier/HIK-0079-2022","VIGNE, Emmanuelle/0000-0002-3287-0786; LEMAIRE, Olivier/0000-0002-6042-4361",,,,,,,,,,,,,0002-9254,1943-7749,,,,,2010,61,1,,,,,68,73,,,,,,,,,,,,,,,,WOS:000275805400008,View Full Record in Web of Science
C,"Lavrencic, P; Peterlunger, P; Sivilotti, E",,"Nuzzo, V; Giorio, P; Giulivo, C",,"Lavrencic, P.; Peterlunger, P.; Sivilotti, E.",,,Water stress and root hydraulic conductivity in grapevine grafted on different rootstocks,PROCEEDINGS OF THE INTERNATIONAL WORKSHOP ON ADVANCES IN GRAPEVINE AND WINE RESEARCH,Acta Horticulturae,,,,International Workshop on Advances in Grapevine and Wine Research,"SEP 15-17, 2005","Venosa, ITALY",,,,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-90-6605-620-6,,,,2007,,754,,,,,283,+,,10.17660/ActaHortic.2007.754.36,http://dx.doi.org/10.17660/ActaHortic.2007.754.36,,,,,,,,,,,,,WOS:000253557600036,View Full Record in Web of Science
J,"Clingeleffer, PR; Emmanuelli, DR",,,,"Clingeleffer, Peter R.; Emmanuelli, D. R.",,,An assessment of rootstocks for Sunmuscat (Vitis vinifera L.): a new drying variety,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Clingeleffer, Peter/A-7637-2008","Clingeleffer, Peter/0000-0001-6818-3542",,,,,,,,,,,,,1322-7130,1755-0238,,,,,2006,12,2,,,,,135,140,,10.1111/j.1755-0238.2006.tb00053.x,http://dx.doi.org/10.1111/j.1755-0238.2006.tb00053.x,,,,,,,,,,,,,WOS:000239405400007,View Full Record in Web of Science
J,"Smart, DR; Schwass, E; Lakso, A; Morano, L",,,,"Smart, DR; Schwass, E; Lakso, A; Morano, L",,,Grapevine rooting patterns: A comprehensive analysis and a review,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9254,1943-7749,,,,,2006,57,1,,,,,89,104,,,,,,,,,,,,,,,,WOS:000236618800011,View Full Record in Web of Science
J,"Palai, G; Caruso, G; Gucci, R; D'Onofrio, C",,,,"Palai, G.; Caruso, G.; Gucci, R.; D'Onofrio, C.",,,Deficit irrigation differently affects aroma composition in berries of Vitis vinifera L. (cvs Sangiovese and Merlot) grafted on two rootstocks,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,"D'ONOFRIO, CLAUDIO/0000-0003-2859-0201",,,,,,,,,,,,,1322-7130,1755-0238,,,,OCT,2022,28,4,,,,,590,606,,10.1111/ajgw.12562,http://dx.doi.org/10.1111/ajgw.12562,,Jun-22,,,,,,,,,,,WOS:000804996600001,View Full Record in Web of Science
J,"Klimek, K; Kaplan, M; Najda, A",,,,"Klimek, Kamila; Kaplan, Magdalena; Najda, Agnieszka",,,"Influence of Rootstock on Yield Quantity and Quality, Contents of Biologically Active Compounds and Antioxidant Activity in Regent Grapevine Fruit",MOLECULES,,,,,,,,,,,,,,,,,"Najda, Agnieszka/N-9504-2013; Klimek, Kamila/V-5099-2018","Najda, Agnieszka/0000-0002-1185-8884; Klimek, Kamila/0000-0001-6638-894X",,,,,,,,,,,,,,1420-3049,,,,APR,2022,27,7,,,,,,,2065,10.3390/molecules27072065,http://dx.doi.org/10.3390/molecules27072065,,,,,,,,35408464,,,,,WOS:000781296500001,View Full Record in Web of Science
J,"Miele, A; Rizzon, LA",,,,"Miele, Alberto; Rizzon, Luiz Antenor",,,Rootstock-scion interaction: 4. Effect on the sensory characteristics of Cabernet Sauvignon wine,REVISTA BRASILEIRA DE FRUTICULTURA,,,,,,,,,,,,,,,,,,"Miele, Alberto/0000-0001-9465-570X",,,,,,,,,,,,,0100-2945,,,,,,2019,41,1,,,,,,,e-043,10.1590/0100-29452019043,http://dx.doi.org/10.1590/0100-29452019043,,,,,,,,,,,,,WOS:000460643600001,View Full Record in Web of Science
J,"Santarosa, E; de Souza, PVD; Mariath, JED; Lourosa, GV",,,,"Santarosa, Emiliano; Dutra de Souza, Paulo Vitor; de Araujo Mariath, Jorge Ernesto; Lourosa, Gil Vicente",,,Anatomic changes of the vascular system in grapevine rootstocks,PESQUISA AGROPECUARIA BRASILEIRA,,,,,,,,,,,,,,,,,"Mariath, Jorge/D-8748-2016",,,,,,,,,,,,,,0100-204X,1678-3921,,,,APR,2016,51,4,,,,,320,329,,10.1590/S0100-204X2016000400004,http://dx.doi.org/10.1590/S0100-204X2016000400004,,,,,,,,,,,,,WOS:000379958000004,View Full Record in Web of Science
J,"Kodur, S; Tisdall, JM; Clingeleffer, PR; Walker, RR",,,,"Kodur, S.; Tisdall, J. M.; Clingeleffer, P. R.; Walker, R. R.",,,Regulation of berry quality parameters in 'Shiraz' grapevines through rootstocks (Vitis),VITIS,,,,,,,,,,,,,,,,,"Clingeleffer, Peter/A-7637-2008; Walker, Rob R/C-2764-2015","Clingeleffer, Peter/0000-0001-6818-3542; ",,,,,,,,,,,,,0042-7500,,,,,,2013,52,3,,,,,125,128,,,,,,,,,,,,,,,,WOS:000322293300004,View Full Record in Web of Science
J,"Kim, CS; Lee, CH; Park, HS; Lee, GP",,,,"Kim, CS; Lee, CH; Park, HS; Lee, GP",,,In vitro grafting of grape with phylloxera resistant rootstock cultivars,VITIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042-7500,,,,,,2005,44,4,,,,,195,196,,,,,,,,,,,,,,,,WOS:000233906200008,View Full Record in Web of Science
J,"Lupo, Y; Schlisser, A; Dong, S; Rachmilevitch, S; Fait, A; Lazarovitch, N",,,,"Lupo, Yaniv; Schlisser, Alon; Dong, Shuo; Rachmilevitch, Shimon; Fait, Aaron; Lazarovitch, Naftali",,,Root system response to salt stress in grapevines (Vitis spp.): A link between root structure and salt exclusion,PLANT SCIENCE,,,,,,,,,,,,,,,,,,"Lupo, Yaniv/0000-0002-9023-3320",,,,,,,,,,,,,0168-9452,1873-2259,,,,DEC,2022,325,,,,,,,,111460,10.1016/j.plantsci.2022.111460,http://dx.doi.org/10.1016/j.plantsci.2022.111460,,,,,,,,36122813,,,,,WOS:000888851900002,View Full Record in Web of Science
J,"Pou, A; Rivacoba, L; Portu, J; Mairata, A; Labarga, D; Garcia-Escudero, E; Martin, I",,,,"Pou, Alicia; Rivacoba, Luis; Portu, Javier; Mairata, Andreu; Labarga, David; Garcia-Escudero, Enrique; Martin, Ignacio",,,How Rootstocks Impact the Scion Vigour and Vine Performance of Vitis vinifera L. cv. Tempranillo,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"; Pou, Alicia/Q-5173-2018","Portu, Javier/0000-0002-2879-2690; Mairata, Andreu/0000-0001-8403-9700; Pou, Alicia/0000-0001-9664-5038",,,,,,,,,,,,,1322-7130,1755-0238,,,,16-Nov,2022,2022,,,,,,,,9871347,10.1155/2022/9871347,http://dx.doi.org/10.1155/2022/9871347,,,,,,,,,,,,,WOS:000891069200001,View Full Record in Web of Science
J,"Sanders, RD; Boss, PK; Capone, DL; Kidman, CM; Bramley, RGV; Nicholson, EL; Jeffery, DW",,,,"Sanders, Ross D.; Boss, Paul K.; Capone, Dimitra L.; Kidman, Catherine M.; Bramley, Robert G., V; Nicholson, Emily L.; Jeffery, David W.",,,"Rootstock, Vine Vigor, and Light Mediate MethoxypyrazineConcentrations in the Grape Bunch Rachis ofVitis viniferaL. cv.Cabernet Sauvignon",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,,,,,,,,,,,,,,,,,"Bramley, Robert (Rob)/A-5519-2009; Jeffery, David W/Q-3120-2016; Boss, Paul K/A-1292-2010","Bramley, Robert (Rob)/0000-0003-0643-7409; Jeffery, David W/0000-0002-7054-0374; Boss, Paul K/0000-0003-0356-9342",,,,,,,,,,,,,0021-8561,1520-5118,,,,04-May,2022,70,17,,,,,5417,5426,,10.1021/acs.jafc.1c07978,http://dx.doi.org/10.1021/acs.jafc.1c07978,,,,,,,,35442040,,,,,WOS:000798901100016,View Full Record in Web of Science
